Word_count.txt:
359 428 535 1617 2848
arrang 5 5 27 57 12
notifi 2 2 0 1 1
telex 4 0 0 0 0
certain 9 10 10 103 44
million 4 5 4 5 15
distil 43 0 0 10 1
lawson 6 0 69 0 1
relief 20 6 3 4 3
opportun 10 3 9 25 13
inland 5 0 1 0 4
chancellor 3 0 22 0 0
exchequ 3 1 34 0 0
nigel 3 0 14 0 0
prt 18 0 0 0 0
date 7 17 9 58 51
itself 9 1 10 23 8
stream 3 0 3 1 0
appli 7 20 9 19 15
consent 1 0 0 23 0
henceforth 1 0 0 1 0
doe 25 19 51 91 38
liabil 6 0 6 35 29
particular 2 4 12 3 10
incur 1 0 2 8 18
scope 3 1 4 0 1
cours 7 5 9 16 3
calcul 6 12 6 4 13
realloc 1 1 0 0 1
utilis 2 0 0 1 1
tidier 1 0 0 0 0
incorrectli 1 0 0 0 0
ammend 1 0 0 0 0
advanc 2 23 41 35 20
ring 1 0 0 0 0
fenc 1 0 0 0 0
gareth 3 0 0 0 0
lewi 2 0 1 7 1
davi 3 0 0 7 5
expert 1 1 3 4 0
stockbrok 4 0 3 4 6
wood 3 0 0 6 5
mackenzi 2 0 0 0 1
edinburgh 2 0 0 0 0
depress 8 9 8 4 15
cross 5 1 5 28 3
osprey 1 0 0 0 0
don 2 1 0 3 1
arbroath 1 0 0 0 0
forward 5 5 17 4 8
larger 9 3 7 12 8
bruce 2 0 0 5 2
slump 7 1 4 2 7
northern 22 29 0 26 15
deeper 3 0 0 0 0
thu 3 2 14 5 3
fundament 7 1 48 3 1
mee 5 0 0 0 0
14 7 16 10 37 161
middl 27 6 6 6 16
survey 19 10 19 0 7
landslid 6 0 0 0 0
breach 2 0 2 5 2
6 4 11 7 18 23
float 9 0 22 18 8
newslett 2 3 0 0 0
authorit 1 0 0 0 0
libyan 5 2 0 0 0
partial 5 5 1 13 21
entitl 4 2 1 24 12
sent 9 6 2 18 3
format 5 1 2 8 2
inequ 1 0 0 0 0
variou 6 8 8 29 11
baghdad 5 0 0 0 1
difficulti 10 3 8 7 8
subject 4 7 11 186 43
covert 1 0 0 0 1
hydrocarbon 4 0 0 0 0
town 3 0 1 1 1
adana 1 0 0 0 0
hurriyet 2 0 0 0 0
littl 9 14 41 16 16
friday 23 8 36 49 10
tap 3 0 2 1 0
kirkuk 1 0 0 0 0
yumurtalik 1 0 0 0 0
mediterranean 10 0 0 0 0
outlet 2 1 0 2 5
edward 1 4 0 8 5
krapel 3 0 0 0 0
argument 1 2 4 3 0
conting 1 0 0 19 9
variabl 3 1 1 0 0
persuas 1 0 0 0 0
analysi 3 5 2 2 1
power 8 5 6 48 73
subcommitte 6 22 10 15 0
hear 6 8 1 21 4
obviou 1 0 3 1 1
excis 4 4 0 0 0
johnson 1 6 17 18 7
jofre 1 0 0 0 0
disagre 1 1 2 2 0
remov 7 3 14 19 8
repeal 6 0 0 3 5
windfal 8 1 0 0 1
profit 24 14 18 104 2507
alaskan 12 0 0 2 0
preserv 2 2 8 5 0
exisit 1 0 0 0 0
faster 2 3 11 3 4
richard 3 24 3 14 6
adkerson 1 0 0 0 0
andersen 1 0 0 0 4
wholesal 2 1 2 14 12
finish 6 2 8 3 3
labor 4 1 4 7 13
index 7 4 26 0 2
wellhead 4 0 0 0 0
liquefi 3 0 0 0 1
electr 4 2 2 35 46
ago 35 61 16 26 76
sjt 1 0 0 0 1
royalti 9 0 1 7 16
trust 7 0 33 79 118
thousand 13 4 0 4 1
infil 2 0 0 0 0
site 7 0 0 6 4
vow 4 0 0 0 0
raid 15 0 0 2 0
surpris 2 1 12 14 3
broke 2 2 2 6 3
lull 4 0 1 0 0
celebr 2 0 1 0 0
hail 3 1 0 0 0
achiev 6 5 20 9 26
victori 4 0 1 1 1
saturday 5 2 12 1 0
command 5 0 1 2 0
jetti 2 0 0 0 0
afternoon 3 2 45 4 1
struck 6 0 3 3 0
identifi 6 14 7 25 6
column 2 0 0 0 0
smoke 2 0 0 1 0
billow 2 0 0 0 0
avaj 2 0 0 0 0
nor 4 3 3 17 1
nowruz 4 0 0 0 0
cyru 2 0 0 0 0
ardeshir 3 0 0 0 0
80 13 10 8 57 46
poll 2 0 11 2 6
correspond 1 4 3 0 5
europ 19 9 35 15 22
latin 10 0 1 1 8
america 7 4 1 68 40
asia 2 4 4 6 11
whole 11 9 9 9 8
overproduct 3 1 0 0 0
togeth 6 2 8 27 10
reveal 2 0 4 7 1
inabl 1 0 0 1 2
exclud 7 7 4 15 360
consist 5 7 16 27 10
deni 11 6 11 18 5
resist 12 6 10 11 0
reflect 19 16 39 17 153
qatar 19 0 9 0 0
nigeria 16 4 7 0 0
pledg 4 3 10 5 1
shortfal 9 1 13 0 2
bonni 4 0 0 0 0
overpr 1 0 0 0 0
compat 1 0 0 3 1
weinberg 10 0 0 12 0
adminstr 2 0 0 0 1
caspar 4 0 0 7 0
deploy 4 0 0 0 0
entranc 3 0 0 0 0
christian 2 0 0 4 6
univers 3 0 2 26 5
conflict 4 2 7 1 1
strait 21 0 0 3 3
hormuz 9 0 0 0 0
mouth 8 1 0 0 0
free 16 30 5 11 16
relianc 17 0 2 2 1
whi 3 2 7 10 1
elimin 4 7 5 8 18
complain 2 3 3 0 0
suggest 8 10 36 22 4
specif 8 8 23 15 30
slightli 18 11 17 6 32
70 16 8 2 25 45
1984 9 10 7 11 21
1974 1 0 3 0 0
1978 1 3 4 2 3
flatten 2 0 2 0 0
72 3 3 2 2 35
percentag 2 5 12 10 6
previouli 1 0 0 0 0
48 3 1 4 1 42
58 4 1 2 4 32
exploratori 15 0 0 3 0
38 4 0 3 18 57
campech 1 0 0 0 0
64 8 3 0 3 47
mob 8 0 0 1 0
allen 1 3 0 2 0
murray 4 0 0 4 6
readi 10 5 7 9 2
whenev 1 1 4 1 1
outlook 19 11 21 2 27
data 13 4 26 51 65
everi 6 7 4 18 18
affili 5 2 0 102 24
explain 5 2 10 10 6
leaner 1 0 0 0 0
effici 3 6 2 5 4
usag 2 18 0 2 0
lord 3 0 2 0 11
combin 9 12 3 103 40
upstream 2 0 0 0 1
mepsi 1 0 0 0 0
technolog 4 3 0 90 62
resevoir 1 0 0 0 0
comput 1 1 1 90 56
827 1 0 0 0 1
54 1 0 1 16 28
attent 3 4 10 3 3
greatest 2 2 2 1 2
emphasi 3 1 2 4 4
frontier 2 0 0 0 1
riskier 1 0 0 0 0
fit 4 0 3 17 0
strength 2 0 13 7 12
roxi 5 0 0 0 1
alberta 10 0 0 5 4
discoveri 16 0 0 5 4
peerless 1 0 0 1 0
lake 2 8 1 12 13
capabl 4 1 0 2 3
flow 20 5 25 18 44
35 10 5 6 51 76
et 2 0 0 5 1
al 2 0 0 1 5
trout 1 0 0 0 0
w5m 1 0 0 0 0
mlc 1 0 0 1 3
northstar 1 0 0 0 0
tricentrol 1 0 0 0 4
northwest 5 7 0 10 3
vicin 1 0 0 0 0
seismic 7 0 0 1 3
underway 2 4 1 6 2
troop 15 1 0 0 0
occupi 5 1 0 0 0
reign 1 0 0 0 0
seamen 18 0 0 0 0
willing 4 3 4 5 1
tabl 1 2 1 9 1
overwhelm 1 0 1 1 0
wednesday 6 4 18 10 3
rio 6 5 0 9 0
presenc 6 1 2 6 1
almir 2 0 0 0 0
pazzionotto 2 0 0 0 0
mediat 3 0 0 1 0
1100 1 0 2 2 0
1400 1 1 1 1 0
avoid 15 7 10 11 2
my 5 6 7 7 2
submit 4 9 2 20 7
council 13 27 32 6 1
cabinet 5 8 1 2 0
shoot 3 1 1 0 1
persian 7 0 0 0 0
1995 4 0 0 2 1
held 15 13 30 140 39
primari 7 2 6 5 45
weekli 15 24 22 5 1
bulletin 3 2 3 0 0
eia 32 0 0 0 0
brazilian 10 5 5 3 28
campo 1 0 0 0 0
deriv 2 8 1 0 6
record 9 57 59 38 817
alcohol 1 0 0 0 0
42 1 1 2 15 58
ceas 2 0 3 2 2
discontinu 1 0 0 9 229
quantiti 3 11 1 0 2
arnold 1 0 0 1 0
safer 1 0 0 0 0
consult 6 5 4 15 2
mercantil 6 0 2 0 6
liter 1 0 0 0 0
seller 2 7 4 3 0
nymex 11 0 0 0 0
commod 8 127 35 12 5
section 4 5 1 5 4
510 2 1 1 0 0
lago 5 0 1 0 0
agrio 4 0 0 0 0
supplement 2 2 0 3 1
assign 5 0 4 1 1
cartel 6 0 1 3 0
build 20 8 7 33 24
emerg 25 18 9 20 6
hook 2 0 0 0 0
squeez 2 1 3 0 2
slide 5 2 18 1 2
138 2 0 1 1 3
equal 3 12 6 23 37
owe 4 1 4 4 3
400 5 6 11 19 10
eighth 2 0 4 1 0
jaim 3 0 1 0 0
lusinchi 5 0 0 0 0
hector 2 0 0 0 0
hurtado 2 0 0 0 0
interior 10 12 0 1 2
travel 2 4 5 13 4
slope 5 0 0 0 0
unveil 1 0 7 5 0
publish 11 2 6 50 16
outlin 2 7 5 9 3
khalifa 1 0 0 0 0
uncertainti 6 4 9 5 15
surround 1 1 4 8 2
recurr 1 0 0 0 2
minu 1 15 2 0 0
rationalis 1 0 0 1 4
how 16 29 24 22 20
reliev 5 3 4 0 1
burden 4 2 9 0 7
social 1 5 1 6 4
health 5 0 3 44 29
educ 1 1 2 3 4
commun 8 44 20 86 59
sign 32 17 31 134 11
regard 4 5 13 20 2
foremost 1 0 1 4 1
shoulder 1 0 0 0 0
responsibilit 1 0 0 0 0
respond 6 4 10 18 7
conduct 5 4 14 7 11
ambassador 7 0 4 5 0
nazmi 1 0 0 0 0
akiman 2 0 0 0 0
affair 2 2 11 3 5
undersecretari 3 8 4 0 0
yanni 2 0 0 0 0
kapsi 1 0 0 0 0
kaya 1 0 0 0 0
erdem 1 0 0 0 0
contraven 2 0 0 1 0
1976 5 0 0 2 1
bern 5 0 0 0 0
framework 2 1 5 0 1
athen 11 0 0 2 0
trace 1 0 0 0 0
sovereignti 1 0 4 0 0
seab 1 0 0 0 0
stress 3 9 13 4 5
mr 1 0 0 4 3
belong 1 1 0 4 1
exclus 4 0 1 14 4
repeatedli 1 1 5 2 0
protocol 1 1 0 0 0
inact 2 0 0 1 0
fault 1 1 3 0 0
tension 10 0 7 3 0
clash 3 0 0 0 0
charl 4 8 0 16 3
redman 3 0 0 0 0
exacerb 1 0 0 0 0
alli 6 0 7 34 7
brussel 1 6 0 3 0
path 2 0 3 1 0
blame 4 0 1 0 6
renew 11 7 17 6 1
confront 3 1 0 0 0
ascertain 1 0 0 2 0
papander 1 0 0 0 0
tackl 5 1 2 0 0
aggressor 3 0 0 0 0
friend 1 0 0 1 2
initial 2 0 0 0 1
visit 10 9 9 4 1
uniqu 1 1 0 0 2
claus 1 7 1 1 0
remit 1 0 1 1 0
ecuadorean 15 0 0 0 0
never 9 3 6 4 6
abil 10 3 3 13 15
ralli 19 1 6 0 1
gallon 3 1 0 2 3
suport 1 0 0 0 0
bullish 14 3 7 0 2
simon 6 0 0 2 7
greenshield 1 0 0 0 1
rilwanu 6 0 0 0 0
lukman 21 0 0 0 0
bouy 1 0 0 0 0
drawdown 4 3 0 0 0
mainten 9 1 0 12 5
unlead 1 0 0 0 0
recaptur 2 1 0 1 2
reclaim 2 0 0 2 0
stand 5 9 19 12 4
util 9 2 0 12 52
smolinski 3 0 0 0 0
went 6 3 2 3 22
assum 8 3 3 22 17
btu 2 0 0 0 1
german 3 10 76 27 19
regain 4 0 1 0 2
250 3 4 14 13 12
persuad 2 1 8 1 0
spadin 2 0 0 0 0
mild 1 2 1 0 0
winter 5 106 0 1 3
contin 2 3 0 0 0
necessari 13 6 41 23 15
counterpoint 1 0 0 0 0
supli 1 0 0 0 0
tight 6 4 14 0 2
aga 1 0 0 0 0
contend 1 1 0 5 0
quickli 2 3 8 8 5
cite 9 13 7 14 21
surplu 10 20 67 3 24
away 4 4 10 6 6
persist 2 3 3 0 2
tighten 4 5 15 0 1
notabl 2 4 1 1 3
northeast 2 6 0 6 1
remot 2 1 0 1 0
csr 7 0 0 46 0
sugar 10 59 0 35 3
almost 4 15 20 9 18
plough 1 1 0 0 0
tradit 8 3 12 4 12
delhi 2 0 0 21 0
australia 13 30 0 45 20
esso 6 0 0 11 3
985 1 0 1 3 1
twin 1 0 0 0 0
pioneer 3 0 2 29 1
mill 4 14 6 29 14
opt 1 0 2 1 0
outright 1 0 28 0 0
embark 1 1 0 0 1
ambiti 1 0 1 1 0
expans 5 7 9 26 31
programm 3 0 8 2 7
divis 3 3 9 149 61
850 2 1 3 1 1
access 3 11 3 23 6
best 6 6 10 31 17
cyclic 1 1 0 0 2
downturn 6 0 3 1 9
jakarta 10 1 0 0 0
moment 7 1 9 5 1
june 24 36 30 34 129
differenti 13 14 7 0 0
postpon 8 3 3 13 1
vienna 4 0 1 1 1
leasehold 1 0 0 3 2
onshor 7 0 0 3 0
contribut 6 5 12 20 51
mississippi 1 7 0 1 6
montana 1 1 0 1 2
dakota 1 1 0 0 0
utah 4 0 0 15 1
wyom 2 0 0 1 0
rebel 1 0 0 0 0
camp 1 0 0 4 0
endang 1 1 2 0 0
bonanza 2 0 0 0 2
franciso 1 0 0 0 0
chona 1 0 0 0 0
seem 3 5 29 10 1
subvers 1 0 0 0 0
defens 7 0 0 36 18
rafael 2 0 0 0 1
samudio 3 0 0 0 0
guillermo 1 0 0 0 0
perri 2 0 2 3 1
upsurg 1 0 0 0 0
leftist 1 0 0 0 0
guerrilla 1 0 0 0 0
arauca 1 0 0 0 0
retir 1 4 0 14 26
carlo 3 0 0 2 0
narvaez 1 0 0 0 0
arm 5 6 2 16 5
collabor 1 0 0 0 0
wave 3 0 2 0 2
repeat 6 3 17 7 5
vital 3 3 0 5 1
limon 1 0 0 0 0
baseless 5 0 0 0 0
interfer 4 1 1 6 0
tehran 10 0 0 0 0
monitor 4 2 3 7 0
bbc 2 0 0 0 3
moslem 1 0 0 0 0
unrel 1 0 0 6 1
broadcast 2 1 1 71 11
whatev 2 1 2 2 0
lane 1 0 0 6 0
concern 19 19 29 81 28
silkworm 6 0 0 0 0
merchant 2 7 3 19 6
mislead 3 0 0 5 1
propaganda 2 0 0 1 0
legitim 2 1 0 2 0
stem 3 2 10 5 4
fulli 5 2 10 52 18
freedom 4 1 2 3 7
waterway 3 4 0 0 0
disclosur 2 1 4 17 1
certainli 6 4 2 2 3
sympathet 2 1 0 0 0
listen 1 3 0 0 0
unusu 3 8 3 1 13
battl 4 2 2 15 1
carrier 5 3 0 17 6
kitti 3 0 0 0 0
hawk 3 0 0 2 0
schedul 18 19 8 54 16
ruputur 1 0 0 0 0
tremor 4 0 0 0 0
firmer 4 1 4 4 2
gain 28 10 33 59 593
dismal 2 1 0 0 0
1983 7 6 3 8 17
tremend 2 0 2 1 2
extrem 2 2 24 1 4
peter 4 3 3 8 7
wilf 1 0 0 1 1
gobert 2 0 0 3 0
culmin 1 0 0 0 1
dome 1 0 0 47 26
paint 1 0 1 5 4
bleak 3 0 0 0 0
pictur 1 0 7 11 5
snap 1 0 2 0 0
shot 1 0 0 2 0
histori 2 2 0 4 8
toronto 1 0 1 16 6
41 3 2 2 5 40
class 1 1 0 70 80
71 1 2 0 8 28
txc 2 0 0 0 0
78 2 1 0 2 21
levesqu 1 0 0 0 1
beaubien 1 0 0 0 1
plexman 2 0 0 0 0
37 13 3 5 12 54
69 2 1 3 8 32
27 20 6 11 52 119
extent 5 4 6 8 6
han 1 0 2 9 3
maciej 4 0 0 0 0
outweigh 1 0 3 1 1
norcen 1 0 0 0 7
robust 1 0 0 0 0
somewhat 2 1 6 2 5
volatil 6 0 7 0 5
pare 1 0 0 0 0
defer 1 0 0 9 31
cautiou 2 2 10 2 1
unexpect 1 1 3 0 3
gover 1 1 0 0 1
cushion 1 0 5 0 0
pgrt 3 0 0 0 0
28 6 8 12 39 307
brake 1 0 3 0 0
absolut 1 1 3 2 4
otherwis 3 4 5 4 2
reduct 18 27 12 7 55
southland 5 0 0 0 0
slc 3 0 0 0 0
petrleum 1 0 0 0 0
draugen 4 0 0 0 0
commerci 13 13 45 49 33
norsk 14 0 0 0 1
conclud 4 6 5 23 2
1992 2 3 3 3 5
northermost 1 0 0 0 0
haltenbanken 4 0 0 0 0
depth 8 0 5 5 0
concret 2 0 1 2 3
platform 6 0 0 1 0
subsea 1 0 0 0 0
reservoir 2 0 0 0 0
contain 5 11 5 31 20
375 1 1 0 1 1
plc 8 0 0 184 114
den 3 0 0 0 1
stat 3 0 0 0 0
oljeselskap 2 0 0 0 0
statoil 10 0 0 0 0
thatcher 4 0 5 6 0
uk 2 3 6 4 2
margaret 1 0 5 4 0
her 2 3 0 2 0
weak 15 2 20 2 28
interven 3 0 130 3 0
influenc 3 3 12 7 5
judgment 3 3 1 6 1
languag 1 0 3 0 5
coincid 1 2 2 2 5
plateau 1 1 0 0 1
harm 8 1 3 3 1
add 6 4 56 16 13
feb 7 12 0 28 197
inform 15 8 9 94 21
statu 11 3 6 9 5
spr 9 0 0 0 0
employe 5 2 1 45 17
marin 12 0 3 21 10
despatch 1 0 0 1 0
illeg 5 1 2 4 1
headquart 5 0 0 25 4
janeiro 5 0 0 0 0
l63 1 0 0 0 0
specialis 1 1 0 8 1
global 3 5 10 10 9
flumar 1 0 0 0 0
120 7 2 9 13 15
fewer 1 0 2 1 3
vast 1 1 2 0 0
stoppag 7 0 0 0 0
reced 1 1 1 0 0
besid 2 1 1 4 1
unrest 5 0 1 0 1
hundr 5 4 1 3 4
farmer 5 179 0 5 2
protest 5 7 3 3 0
blockad 2 0 0 0 0
vehicl 1 1 1 7 8
sao 2 1 0 0 0
paulo 2 1 0 0 0
parana 1 0 0 0 0
extric 1 0 0 0 0
deterior 3 1 3 0 10
jose 4 0 2 3 0
sarney 4 0 10 0 0
68 4 1 0 3 33
lose 4 6 8 3 6
badli 3 5 0 0 2
11th 1 0 2 1 0
licenc 8 28 3 0 1
round 18 5 23 0 3
block 31 2 5 60 15
applic 6 10 3 84 11
phase 5 2 4 1 6
eleventh 3 0 0 1 0
concess 2 2 0 6 2
french 9 72 27 74 13
ste 1 0 0 0 3
national 1 1 0 5 2
elf 1 0 0 1 0
aquitain 1 0 0 1 0
cie 2 0 0 9 11
operatorship 6 0 0 0 0
franc 9 27 142 65 209
autumn 2 3 5 0 1
troll 1 0 0 0 0
award 7 24 0 2 9
smoerbukk 1 0 0 0 0
tenneco 8 0 0 14 2
italian 3 3 10 22 2
spa 5 0 0 17 3
du 1 0 3 12 7
pont 1 0 0 9 6
nemour 1 0 0 0 0
hydro 6 0 0 0 0
deminex 2 0 0 0 0
norg 4 0 0 2 0
unexplor 2 0 0 0 0
moer 1 0 0 0 0
brasileiro 1 0 0 0 0
sa 4 0 0 29 11
barent 2 0 0 0 0
licens 6 2 5 28 5
saga 8 0 0 0 1
fina 1 0 0 0 0
arco 2 0 0 7 6
amerada 2 0 0 1 0
hess 2 0 0 1 0
withheld 1 1 0 4 1
summer 8 18 0 8 5
session 10 4 47 1 3
readdress 1 0 0 0 0
sort 1 0 2 6 1
daniel 5 13 0 1 4
yergin 5 0 0 0 0
cambridg 2 0 0 3 4
cera 2 0 0 0 0
excess 6 12 25 22 14
paul 3 1 13 24 2
mlotok 4 0 0 0 0
salomon 4 0 3 18 8
pessimist 1 1 1 0 0
wish 8 1 6 7 1
uncertain 1 6 6 4 8
learn 1 1 5 3 1
deem 1 1 0 1 1
teach 1 0 0 0 0
lesson 3 0 1 0 0
david 2 4 8 21 13
mizrahi 3 0 0 0 0
editor 1 0 0 5 0
mideast 14 0 0 0 0
princip 2 1 4 38 17
advantag 6 8 5 12 10
slacken 1 0 0 0 0
anyth 6 2 13 1 3
dillard 1 0 0 0 2
sprigg 1 0 0 0 0
bijan 1 0 0 0 0
harvard 1 0 0 3 2
environ 4 1 1 9 7
center 6 0 1 33 18
prompt 3 8 6 5 5
clearli 2 2 14 3 3
closer 1 1 6 3 0
character 1 0 0 3 2
cheat 3 0 4 0 0
telephon 4 1 8 46 35
hill 5 2 0 16 11
graviti 5 1 0 0 0
shc 5 0 0 0 0
edmonton 3 0 0 1 1
reaffirm 4 0 8 6 5
colleagu 1 0 3 0 0
herebi 1 0 0 1 0
emphas 2 0 0 3 3
uphold 2 5 0 4 0
adher 17 2 1 0 0
strictli 5 2 0 0 0
extraordinari 2 0 0 10 252
media 2 2 0 11 13
contrari 1 0 1 5 0
nigerian 4 0 3 1 0
upon 2 2 4 21 7
geneva 3 2 0 1 2
refer 10 8 16 17 4
idea 4 8 11 8 0
resort 2 1 4 40 1
destock 5 0 0 0 0
verifi 4 1 2 0 0
alon 2 1 16 4 3
disassoci 1 0 0 0 0
formerli 2 0 2 10 10
furthermor 1 4 2 0 1
contempl 1 0 0 3 0
narrow 2 5 26 2 2
gap 4 1 3 0 3
repli 9 4 8 8 2
heavili 4 2 6 5 3
drawn 3 2 2 1 0
rest 8 8 11 13 16
prais 1 0 1 0 0
stabilis 7 5 49 0 0
criticis 1 3 3 1 0
britain 9 10 65 14 6
view 6 7 26 30 14
hand 3 4 33 12 11
describ 2 2 6 17 2
tragic 1 0 0 0 0
disast 1 22 1 0 2
jordan 5 6 6 1 7
amman 1 0 0 0 0
nra 1 0 0 0 0
petrocanada 1 0 0 0 0
pciac 3 0 0 0 0
tow 3 0 0 0 0
differ 4 28 14 14 10
champlin 11 0 0 0 0
adam 3 0 0 4 3
aspect 2 2 2 5 2
length 1 0 1 3 1
ceremoni 1 0 0 0 0
corpu 4 0 0 2 0
christi 4 0 0 2 0
matur 1 1 41 7 3
cook 1 0 0 6 5
benefici 1 1 4 26 5
relationship 3 2 4 4 1
protectionist 2 1 14 0 1
tendenc 1 1 2 0 0
adapingth 1 0 0 0 0
coke 1 0 0 13 0
facil 17 12 27 43 26
obtain 3 12 6 38 10
yield 6 43 40 3 14
danger 4 2 12 0 1
forese 6 0 4 3 10
difficultiesand 1 0 0 0 0
diet 1 0 2 0 0
sulphur 7 0 0 0 1
content 3 2 8 0 0
ho 1 0 0 0 2
88 1 0 0 1 17
distribut 6 8 1 61 165
unithold 1 0 0 1 7
decreas 11 13 4 3 16
39 4 0 2 1 42
abat 3 0 1 1 0
pull 4 2 0 3 0
sismik 5 0 0 0 0
distanc 2 0 0 1 12
popular 1 0 9 1 0
headlin 2 0 0 0 1
saw 10 4 8 7 14
intens 3 13 0 1 1
bore 1 0 0 0 0
fruit 1 0 2 2 4
gune 1 0 0 0 0
page 1 0 0 3 3
resolut 1 2 5 4 5
cumhuriyet 1 0 0 0 0
milliyet 1 0 0 0 0
ident 1 0 1 5 1
frozen 3 1 1 2 3
basic 3 10 13 6 15
disagr 1 0 0 1 1
unsolv 2 0 0 0 0
assur 3 4 1 17 8
dlrunti 1 0 0 0 0
tito 1 0 0 0 0
ayal 1 0 0 0 0
ayala 2 0 0 0 0
seminar 4 0 1 0 1
nueva 1 0 0 0 0
teapa 1 0 0 0 0
salina 5 0 0 0 0
cruz 6 0 0 0 0
lpg 2 0 0 0 0
ammonia 1 0 0 0 1
lazaro 1 0 0 0 0
cardena 1 0 0 0 0
infrastructur 1 1 0 0 1
worth 3 19 28 79 11
equip 8 0 4 88 27
materi 7 4 0 53 25
enabl 2 6 4 20 15
diversifi 3 0 1 19 14
gotlf 1 0 0 0 0
fifth 4 0 0 2 3
daewoo 1 0 0 0 1
shipbuild 1 0 0 1 1
machineri 1 1 2 11 6
korea 3 11 23 0 1
china 36 114 10 10 17
launch 7 4 9 22 11
superpow 3 0 0 0 0
traffic 2 8 0 11 15
standoff 1 0 0 0 0
hint 1 1 2 0 0
thaso 1 0 0 0 0
undertak 1 2 8 5 0
territori 4 1 0 3 4
vahit 1 0 0 0 0
halefolu 1 0 0 0 0
engag 3 4 4 20 2
dialogu 4 0 0 0 0
imposs 1 1 6 2 0
crise 1 0 0 0 0
neighbour 3 0 1 1 0
halefoglu 1 0 0 0 0
flank 6 0 0 0 0
home 5 26 3 48 36
heart 4 2 2 6 2
surgeri 1 0 0 0 0
ecstat 1 0 0 0 0
welcom 4 1 10 3 3
turk 1 0 0 1 0
defiant 1 0 0 0 0
mood 1 0 3 0 0
confin 2 0 1 0 2
mankind 1 0 0 0 0
acknowledg 1 1 3 11 0
underli 3 0 30 4 2
delimit 2 0 0 0 0
alleg 1 2 0 21 7
infring 1 0 0 5 0
moratorium 1 0 2 0 12
inop 1 0 0 1 0
avert 4 2 1 0 0
dibona 7 0 0 0 0
floor 2 21 7 1 0
altern 2 12 5 86 6
paper 4 14 37 27 14
unanim 2 1 1 9 1
consensu 1 0 2 0 0
hinder 2 0 1 1 1
abolish 1 3 5 0 2
environment 4 0 0 13 6
acid 1 0 0 4 1
rain 2 74 0 0 0
wast 1 2 0 62 15
dispos 5 0 0 12 43
particularli 9 11 6 10 17
vulner 1 4 7 1 3
33 7 0 4 28 70
harrington 2 0 0 0 0
stockpil 2 2 0 0 0
bar 1 2 3 8 1
boiler 1 0 0 0 1
nickl 1 0 0 0 0
greatli 1 3 1 1 4
underestim 1 2 1 0 0
overestim 1 0 0 0 0
tomorrow 8 10 29 15 7
draft 6 2 3 2 1
writer 1 0 0 0 1
book 1 9 6 22 37
broad 3 3 11 7 5
surcharg 2 0 1 0 0
across 5 6 3 2 2
sen 1 1 2 0 0
lawton 1 0 0 0 0
chile 1 0 0 2 0
florida 1 1 0 17 8
mind 7 4 3 3 0
reconcil 1 0 0 0 0
version 1 2 1 0 4
blueprint 1 0 0 0 0
strongli 6 5 7 3 8
hike 4 0 1 4 24
fight 2 6 0 9 1
forum 2 1 7 3 0
advers 1 5 8 5 14
perform 4 4 24 14 74
australian 15 29 18 17 22
apea 10 0 0 0 0
denni 1 0 0 6 0
benbow 4 0 0 0 0
indirect 1 0 10 7 2
distort 1 3 3 2 1
disincent 3 0 0 2 0
indirectli 1 0 13 3 0
bass 8 0 0 47 2
undevelop 3 0 0 1 1
undiscov 1 0 0 0 0
impli 3 0 3 0 1
inadequ 1 4 1 17 1
409 1 0 0 0 0
discov 13 1 0 0 3
argentin 4 29 0 0 1
argentina 1 29 0 1 1
metr 9 0 0 0 0
yacimiento 3 0 0 0 0
petrolifero 3 0 0 0 0
ypf 2 0 0 0 0
momentari 1 0 0 0 0
season 11 97 8 6 17
attend 7 1 12 2 2
cooper 21 28 76 34 16
rapid 1 2 13 5 4
unbalanc 1 0 1 0 0
transit 1 0 1 4 5
gcc 10 0 14 0 0
themselv 3 1 9 7 1
2 4 10 21 14 14
mayb 2 0 3 2 4
everyon 2 1 2 2 0
metrer 1 0 0 0 0
algerian 4 1 0 0 0
counterpart 1 1 0 1 0
belkacem 2 0 0 0 0
nabi 2 0 0 0 0
ap 2 0 0 0 0
deleg 4 6 0 0 0
bilater 1 1 2 1 0
pronounc 3 1 0 0 1
circumst 4 2 8 14 9
glut 1 1 0 1 0
architect 2 0 1 0 1
turmoil 1 0 2 0 0
contact 1 2 1 12 1
jamaica 2 5 0 0 0
neg 4 9 14 1 20
manipul 3 1 1 3 0
satisfi 4 3 14 16 4
np 4 0 0 0 2
npeeq 1 0 0 0 0
truste 2 0 0 9 5
overse 1 1 0 1 3
thwart 1 1 1 4 0
unsecur 1 0 0 1 4
object 4 8 17 13 5
nielsen 1 0 0 0 0
duchesn 1 0 0 0 0
counti 4 27 0 36 7
61 2 2 0 4 27
vote 3 13 3 142 67
compound 1 10 0 0 5
aris 2 0 1 3 8
citi 2 16 6 65 36
gome 1 0 0 0 0
moura 1 0 0 0 0
confeder 1 0 2 2 0
152 1 0 6 0 0
forestal 1 1 0 0 0
occup 2 0 0 1 0
willingess 1 0 0 0 0
widespread 3 6 11 0 0
unfairli 1 1 0 0 0
barber 2 0 0 0 5
conabl 9 0 0 0 0
adjust 9 24 39 9 113
suharto 10 0 0 0 0
liberalis 3 6 13 0 1
sixth 4 1 0 3 2
debtor 3 0 1 2 6
