Word_dict.txt:
71204 70516 93829 190959 193044
statut 0 0 0 4 0
westinghouse' 0 0 0 1 3
lean 0 0 0 3 1
glw 0 0 0 4 0
sk 0 0 0 3 1
envirosystem 0 0 0 4 0
midway 0 0 0 4 0
one-hundredth 0 0 0 3 1
matra 0 0 0 4 0
metromedia 0 0 0 3 1
orion 0 0 0 3 1
crn 0 0 0 1 3
gypsum 0 0 0 2 2
josten' 0 0 0 4 0
hardart 0 0 0 3 1
zico' 0 0 0 4 0
joist 0 0 0 4 0
liebert 0 0 0 4 0
vontobel 0 0 0 4 0
gelco' 0 0 0 3 1
sausag 0 0 0 3 1
ual' 0 0 0 3 1
champion' 0 0 0 4 0
vogt 0 0 0 3 1
comdata' 0 0 0 4 0
debt-to 0 0 0 2 2
sahlen 0 0 0 4 0
ventra 0 0 0 4 0
kaufhof 0 0 0 4 0
hexcel 0 0 0 4 0
seagram 0 0 0 1 3
oakleaf 0 0 0 4 0
mmwg.f 0 0 0 3 1
mcd 0 0 0 1 3
stauffer 0 0 0 3 1
telecom' 0 0 0 3 1
dissatisfi 0 0 0 4 0
sensormat 0 0 0 2 2
fcl 0 0 0 4 0
versar 0 0 0 4 0
nylex 0 0 0 4 0
bwa 0 0 0 4 0
cgee 0 0 0 3 1
bh 0 0 0 4 0
nolan 0 0 0 4 0
chesebrough 0 0 0 2 2
osr 0 0 0 4 0
colorol 0 0 0 4 0
hogan 0 0 0 4 0
city' 0 0 0 1 3
uic 0 0 0 3 1
hock 0 0 0 3 1
oversea-chines 0 0 0 1 3
hearst 0 0 0 4 0
chronicl 0 0 0 4 0
anacomp' 0 0 0 1 3
ellmann 0 0 0 4 0
bankeast 0 0 0 4 0
comtech 0 0 0 3 1
shandwick 0 0 0 4 0
neo-tech 0 0 0 4 0
allan 0 0 0 2 2
tm 0 0 0 2 2
imtec 0 0 0 4 0
takemoto 0 0 0 4 0
avon' 0 0 0 3 1
beverli 0 0 0 4 0
plm 0 0 0 4 0
adventur 0 0 0 4 0
dauphin 0 0 0 4 0
lif 0 0 0 1 3
continental' 0 0 0 1 3
lau 0 0 0 4 0
peninsula 0 0 0 2 2
rossignol 0 0 0 4 0
shareown 0 0 0 2 2
gateway 0 0 0 3 1
seaman 0 0 0 1 3
fuller 0 0 0 2 2
steak 0 0 0 1 3
krestmark 0 0 0 4 0
ferro 0 0 0 4 0
sedgwick 0 0 0 4 0
gamco 0 0 0 4 0
cantrex 0 0 0 4 0
cole 0 0 0 4 0
gu 0 0 0 4 0
triad 0 0 0 4 0
reebok 0 0 0 4 0
servicemast 0 0 0 1 3
lieberman 0 0 0 3 1
werner 0 0 0 1 3
midivest 0 0 0 4 0
kokan 0 0 0 4 0
cardiovascular 0 0 0 3 1
metallgesellschaft 0 0 0 3 1
dixi 0 0 0 4 0
multivest 0 0 0 4 0
cleanup 0 0 0 1 3
hbo 0 0 0 2 2
whale 0 0 0 1 3
ducommun 0 0 0 3 1
timminco 0 0 0 3 1
lomak 0 0 0 4 0
valtek 0 0 0 3 1
rexcom 0 0 0 4 0
juliu 0 0 0 4 0
liposom 0 0 0 4 0
penril 0 0 0 4 0
winnipeg 0 0 0 4 0
mattson 0 0 0 4 0
sarlo 0 0 0 4 0
airco 0 0 0 4 0
gase 0 0 0 1 3
interpharm 0 0 0 4 0
hackl 0 0 0 0 4
westar 0 0 0 0 4
falcon 0 0 0 0 4
pre 0 0 0 0 4
plead 0 0 0 0 4
guilti 0 0 0 0 4
vanguard 0 0 0 0 4
snet 0 0 0 0 4
hazelhoff 0 0 0 0 4
genstar 0 0 0 0 4
androsch 0 0 0 0 4
catto 0 0 0 0 4
pn 0 0 0 0 4
reclassifi 0 0 0 0 4
tektronix 0 0 0 0 4
bloedel 0 0 0 0 4
webcor 0 0 0 0 4
soni 0 0 0 0 4
hashimoto 0 0 0 0 4
gp 0 0 0 0 4
quarto 0 0 0 0 4
dayton 0 0 0 0 4
non-manufactur 0 0 0 0 4
mem 0 0 0 0 4
aluz.z 0 0 0 0 4
fbt 0 0 0 0 4
circu 0 0 0 0 4
oracl 0 0 0 0 4
geo 0 0 0 0 4
leisur 0 0 0 0 4
fox 0 0 0 0 4
oreffic 0 0 0 0 4
wal-mart 0 0 0 0 4
charge-off 0 0 0 0 4
gti 0 0 0 0 4
int 0 0 0 0 4
pre-equ 0 0 0 0 4
poclain 0 0 0 0 4
weston 0 0 0 0 4
sprint' 0 0 0 0 4
gcn 0 0 0 0 4
numac 0 0 0 0 4
laenderbank 0 0 0 0 4
flick 0 0 0 0 4
kiena 0 0 0 0 4
highveld 0 0 0 0 4
lyonnais 0 0 0 0 4
maytag 0 0 0 0 4
tote 0 0 0 0 4
adr 0 0 0 0 4
lanschot 0 0 0 0 4
long-dist 0 0 0 0 4
utility' 0 0 0 0 4
fuer 0 0 0 0 4
posttax 0 0 0 0 4
schutz 0 0 0 0 4
kurzweil 0 0 0 0 4
music 0 0 0 0 4
egan 0 0 0 0 4
boveri 0 0 0 0 4
non-oper 0 0 0 0 4
sterivet 0 0 0 0 4
block' 0 0 0 0 4
tsai 0 0 0 0 4
koninklijk 0 0 0 0 4
premdor 0 0 0 0 4
swpc.hkg 0 0 0 0 4
caph.hkg 0 0 0 0 4
un.a 0 0 0 0 4
kidston 0 0 0 0 4
monod 0 0 0 0 4
metropol 0 0 0 0 4
profit-shar 0 0 0 0 4
cr 0 0 0 0 4
sirrin 0 0 0 0 4
centron 0 0 0 0 4
allison' 0 0 0 0 4
pulcin 0 0 0 0 4
meredith 0 0 0 0 4
consolidated-bathurst 0 0 0 0 4
datron 0 0 0 0 4
jard.hkg 0 0 0 0 4
ur 0 0 0 0 4
swire' 0 0 0 0 4
catena 0 0 0 0 4
pda 0 0 0 0 4
contributor 0 0 0 0 4
ibm' 0 0 0 0 4
lvi 0 0 0 0 4
dreyer' 0 0 0 0 4
mcm 0 0 0 0 4
dravo 0 0 0 0 4
danzar 0 0 0 0 4
rpt 0 0 0 0 4
engelhard 0 0 0 0 4
keswick 0 0 0 0 4
munro 0 0 0 0 4
smelt 0 0 0 0 4
charan 0 0 0 0 4
utilicorp' 0 0 0 0 4
payless 0 0 0 0 4
snc 0 0 0 0 4
mitek 0 0 0 0 4
calvet 0 0 0 0 4
lupberg 0 0 0 0 4
nord 0 0 0 0 4
niagara 0 0 0 0 4
carolian 0 0 0 0 4
mmal 0 0 0 0 4
keller 0 0 0 0 4
wirsbo 0 0 0 0 4
nynex 0 0 0 0 4
duvel 0 0 0 0 4
haerri 0 0 0 0 4
dcni 0 0 0 0 4
crossen 0 0 0 0 4
anywher 1 1 1 0 0
scotland 3 0 0 0 0
predatori 2 0 0 1 0
unfound 1 0 1 0 1
anticompetit 1 0 0 2 0
budgetari 1 0 1 0 1
ventspil 3 0 0 0 0
drift 2 0 1 0 0
thick 3 0 0 0 0
volcano 3 0 0 0 0
jukardi 3 0 0 0 0
ibj 3 0 0 0 0
thrust 2 0 1 0 0
admiss 1 0 0 2 0
wildcat 3 0 0 0 0
coher 1 0 0 2 0
turgut 3 0 0 0 0
ozal 3 0 0 0 0
briefli 2 0 0 1 0
expatri 1 1 1 0 0
wealth 2 1 0 0 0
notif 1 0 0 2 0
shuffl 3 0 0 0 0
saddam 3 0 0 0 0
breakfast 1 0 1 1 0
mnd 1 0 0 0 2
report' 3 0 0 0 0
pzl 2 0 0 0 1
inclus 1 0 0 0 2
synfuel 3 0 0 0 0
joe 2 0 0 1 0
isthmu 3 0 0 0 0
maya 3 0 0 0 0
stark 2 1 0 0 0
rip 2 1 0 0 0
diamet 1 0 0 0 2
ope 1 0 0 0 2
kaputin 3 0 0 0 0
thank 1 0 0 0 2
maracaibo 2 1 0 0 0
guayaquil 3 0 0 0 0
namibia 2 0 0 1 0
voyag 1 2 0 0 0
manganes 1 0 0 2 0
scrutini 1 0 1 1 0
outer 3 0 0 0 0
gholamreza 3 0 0 0 0
bin 2 0 0 0 1
wright 2 0 0 1 0
bentsen 3 0 0 0 0
cepe 3 0 0 0 0
post-tax 1 0 0 1 1
realloc 1 1 0 0 1
gareth 3 0 0 0 0
mackenzi 2 0 0 0 1
deeper 3 0 0 0 0
krapel 3 0 0 0 0
celebr 2 0 1 0 0
smoke 2 0 0 1 0
ardeshir 3 0 0 0 0
entranc 3 0 0 0 0
upstream 2 0 0 0 1
frontier 2 0 0 0 1
overwhelm 1 0 1 1 0
recurr 1 0 0 0 2
contraven 2 0 0 1 0
inact 2 0 0 1 0
clash 3 0 0 0 0
sea' 2 0 0 1 0
redman 3 0 0 0 0
ascertain 1 0 0 2 0
aggressor 3 0 0 0 0
initial 2 0 0 0 1
remit 1 0 1 1 0
profit-tak 1 0 2 0 0
smolinski 3 0 0 0 0
btu 2 0 0 0 1
embark 1 1 0 0 1
ambiti 1 0 1 1 0
wyom 2 0 0 1 0
rafael 2 0 0 0 1
samudio 3 0 0 0 0
propaganda 2 0 0 1 0
sympathet 2 1 0 0 0
kitti 3 0 0 0 0
dismal 2 1 0 0 0
wilf 1 0 0 1 1
bleak 3 0 0 0 0
snap 1 0 2 0 0
shot 1 0 0 2 0
gover 1 1 0 0 1
pgrt 3 0 0 0 0
slc 3 0 0 0 0
rd.a 2 0 0 0 1
stat 3 0 0 0 0
stat.ol 3 0 0 0 0
plateau 1 1 0 0 1
strike-bound 3 0 0 0 0
reced 1 1 1 0 0
sao 2 1 0 0 0
paulo 2 1 0 0 0
tpn.pa 2 0 0 0 1
sa' 1 0 0 2 0
amerada 2 0 0 1 0
hess 2 0 0 1 0
pessimist 1 1 1 0 0
mizrahi 3 0 0 0 0
dillard 1 0 0 0 2
pciac 3 0 0 0 0
tow 3 0 0 0 0
diet 1 0 2 0 0
ho 1 0 0 0 2
headlin 2 0 0 0 1
disagr 1 0 0 1 1
infrastructur 1 1 0 0 1
shipbuild 1 0 0 1 1
superpow 3 0 0 0 0
consensu 1 0 2 0 0
surcharg 2 0 1 0 0
chile 1 0 0 2 0
yacimiento 3 0 0 0 0
petrolifero 3 0 0 0 0
counterpart 1 1 0 1 0
glut 1 1 0 1 0
turmoil 1 0 2 0 0
al-qaba 3 0 0 0 0
occup 2 0 0 1 0
shell' 3 0 0 0 0
brasil 2 0 0 0 1
falter 1 1 1 0 0
resurg 1 0 1 1 0
ike 2 0 0 1 0
region' 1 2 0 0 0
hawaii 1 0 0 2 0
jail 1 0 1 0 1
peac 2 0 0 1 0
sarney' 1 0 2 0 0
rash 1 1 1 0 0
crossroad 3 0 0 0 0
unsur 1 0 2 0 0
wam 3 0 0 0 0
particulari 2 0 1 0 0
moham 2 0 1 0 0
fledgl 1 0 1 0 1
sabin 2 0 0 0 1
shoup 3 0 0 0 0
napo 3 0 0 0 0
aguarico 3 0 0 0 0
hut 1 0 0 2 0
madrid 2 1 0 0 0
emp 1 0 0 0 2
dune 2 0 0 0 1
sweeney 3 0 0 0 0
mdr 1 0 0 2 0
jeffrey 1 0 1 1 0
streamlin 1 0 0 0 2
overrid 3 0 0 0 0
pearl 3 0 0 0 0
sq 2 0 0 1 0
shenzhen 2 0 1 0 0
eia' 3 0 0 0 0
petro 2 0 0 1 0
sc 1 0 0 0 2
setback 1 1 0 0 1
nativ 3 0 0 0 0
byron 1 1 0 1 0
self-impos 3 0 0 0 0
unsettl 1 0 1 1 0
reportedli 1 0 1 1 0
monday' 1 0 1 1 0
unexpectedli 1 0 1 0 1
warmer 2 1 0 0 0
stuck 2 0 0 1 0
beaufort 1 0 0 1 1
voluntarili 1 1 0 1 0
closest 1 0 2 0 0
quietli 1 0 2 0 0
unnecessari 1 0 2 0 0
sweep 1 1 1 0 0
certainti 1 2 0 0 0
royc 1 0 0 1 1
wisenbak 3 0 0 0 0
enthusiast 1 0 1 1 0
midyear 1 0 2 0 0
seoul 2 0 0 0 1
uncompetit 1 0 2 0 0
lichtblau 3 0 0 0 0
moi 3 0 0 0 0
kenya 1 1 1 0 0
ebing 3 0 0 0 0
tower 2 0 0 1 0
mandat 1 0 1 1 0
tip 1 0 2 0 0
wer 1 0 0 0 2
sunk 2 0 0 0 1
breakout 1 0 2 0 0
reshuffl 1 0 2 0 0
sur 3 0 0 0 0
tumaco 3 0 0 0 0
paralys 1 2 0 0 0
brasil' 1 0 2 0 0
undergo 2 0 0 0 1
violent 1 0 1 0 1
envoy 2 0 1 0 0
rafsanjani 3 0 0 0 0
tucker 2 0 0 1 0
alaska' 2 0 0 1 0
petroluem 1 0 0 2 0
tonight' 2 1 0 0 0
affirm 1 0 0 2 0
lazier 3 0 0 0 0
eugen 1 1 0 0 1
recur 1 0 0 1 1
unp 3 0 0 0 0
most-favor 3 0 0 0 0
laps 1 0 0 2 0
caltex 3 0 0 0 0
naphtha 3 0 0 0 0
prawiro 3 0 0 0 0
english-languag 1 0 0 1 1
alberta' 3 0 0 0 0
broad-bas 1 0 1 1 0
unwilling 1 1 0 0 1
carrington 3 0 0 0 0
navy' 2 0 0 0 1
pave 1 0 1 1 0
stewart 1 0 0 2 0
thasso 3 0 0 0 0
canadian-l 3 0 0 0 0
kilometr 2 0 0 0 1
disguis 1 1 0 1 0
wilmington 1 0 0 1 1
kern 3 0 0 0 0
one-tenth 2 0 0 0 1
unaffect 1 1 1 0 0
weakest 2 0 1 0 0
cif 3 0 0 0 0
l.a 1 1 0 1 0
es 2 1 0 0 0
jay 1 0 0 2 0
carib 1 0 0 0 2
pbt 2 0 0 0 1
satisfactorili 2 0 0 0 1
barter 1 0 0 0 2
erect 1 0 0 2 0
depriv 1 1 0 0 1
petrona 3 0 0 0 0
liedtk 1 0 0 0 2
month-end 1 0 2 0 0
yanbu 3 0 0 0 0
bahrain' 1 0 2 0 0
spoken 1 1 1 0 0
patient 1 0 0 1 1
mckiernan 3 0 0 0 0
italiana 1 0 0 0 2
foreseen 1 0 1 1 0
entail 1 0 0 2 0
chair 1 0 0 1 1
malmgreen 3 0 0 0 0
guerard 3 0 0 0 0
all-tim 1 0 0 0 2
zorinski 0 3 0 0 0
d-neb 0 3 0 0 0
jerri 0 1 0 0 2
a.e 0 3 0 0 0
syeduzzaman 0 3 0 0 0
cake 0 2 0 1 0
grain-produc 0 3 0 0 0
harvest' 0 3 0 0 0
inroad 0 2 0 0 1
incomplet 0 1 0 2 0
allevi 0 1 2 0 0
grove 0 2 0 1 0
human 0 2 0 0 1
melvin 0 3 0 0 0
boundari 0 2 1 0 0
groundnutse 0 3 0 0 0
onward 0 2 0 1 0
pig 0 3 0 0 0
sub-saharan 0 3 0 0 0
tropic 0 1 0 0 2
sladoj 0 3 0 0 0
conceiv 0 2 0 1 0
adjoin 0 1 0 1 1
vacat 0 1 0 2 0
graze 0 3 0 0 0
tenant 0 2 0 0 1
bia 0 1 2 0 0
cattlemen' 0 3 0 0 0
glenn 0 3 0 0 0
d-okla 0 3 0 0 0
stenholm 0 3 0 0 0
d-tex 0 3 0 0 0
gene 0 2 0 1 0
moo 0 3 0 0 0
agricol 0 1 0 2 0
compensatori 0 3 0 0 0
mca' 0 3 0 0 0
lacomb 0 3 0 0 0
reliabl 0 1 0 0 2
rape 0 3 0 0 0
explod 0 3 0 0 0
decatur 0 2 0 1 0
certifi 0 2 0 1 0
topsoil 0 3 0 0 0
hebei 0 3 0 0 0
hunan 0 3 0 0 0
jiangxi 0 3 0 0 0
cabinet-level 0 3 0 0 0
corrient 0 3 0 0 0
mision 0 3 0 0 0
formosa 0 3 0 0 0
chaco 0 3 0 0 0
cultiv 0 2 0 1 0
hemsley 0 3 0 0 0
pik-and 0 3 0 0 0
hrw 0 3 0 0 0
dp 0 3 0 0 0
lisbon' 0 3 0 0 0
unjustifi 0 3 0 0 0
po 0 3 0 0 0
hydro-electr 0 1 0 1 1
yangtz 0 3 0 0 0
meteorolog 0 3 0 0 0
heighten 0 2 0 0 1
christma 0 1 0 0 2
may-septemb 0 3 0 0 0
nitrogen 0 2 0 0 1
dark 0 2 0 1 0
statutori 0 1 0 1 1
victoria 0 2 0 1 0
peanut 0 3 0 0 0
propon 0 3 0 0 0
atmospher 0 1 1 1 0
berth 0 3 0 0 0
bahia 0 3 0 0 0
blanca 0 3 0 0 0
non-program 0 3 0 0 0
tallow 0 3 0 0 0
resend 0 3 0 0 0
pryor 0 3 0 0 0
corport 0 1 0 0 2
acico 0 3 0 0 0
cropland 0 3 0 0 0
fisheri 0 3 0 0 0
under-secretari 0 1 2 0 0
run-up 0 2 0 0 1
moscow' 0 3 0 0 0
bumper 0 2 1 0 0
vermont 0 1 0 0 2
demis 0 3 0 0 0
indianapoli 0 1 0 2 0
patronag 0 3 0 0 0
vi 0 3 0 0 0
five-month 0 1 0 0 2
garlem 0 3 0 0 0
edt 0 2 0 1 0
amarillo 0 3 0 0 0
lou 0 2 0 0 1
tex 0 2 0 1 0
rye 0 3 0 0 0
gustafson 0 3 0 0 0
somebodi 0 3 0 0 0
d-vt 0 3 0 0 0
alik 0 1 2 0 0
end-of 0 1 2 0 0
zair 0 2 1 0 0
retaliatori 0 2 0 1 0
displac 0 3 0 0 0
midwestern 0 2 0 1 0
forfeitur 0 3 0 0 0
fall' 0 3 0 0 0
linse 0 3 0 0 0
jun 0 3 0 0 0
ef 0 1 0 2 0
germin 0 3 0 0 0
wool 0 2 0 1 0
overst 0 2 1 0 0
shultz' 0 3 0 0 0
panamax 0 3 0 0 0
dw 0 3 0 0 0
worthwhil 0 2 0 1 0
pasta 0 3 0 0 0
duplic 0 1 0 1 1
iac 0 3 0 0 0
multifood 0 2 0 0 1
unpaid 0 1 0 2 0
alexand 0 2 0 1 0
adjac 0 1 0 1 1
corner 0 1 1 0 1
cargill' 0 3 0 0 0
fring 0 1 0 1 1
percent 0 1 0 1 1
plate 0 1 0 2 0
bag 0 3 0 0 0
paris-bas 0 1 0 2 0
uruguay 0 3 0 0 0
citru 0 3 0 0 0
forerunn 0 1 0 1 1
cindasa 0 3 0 0 0
sugar-contain 0 3 0 0 0
expos 0 3 0 0 0
downsid 0 1 2 0 0
muddi 0 1 0 2 0
kleckner 0 3 0 0 0
bwb 0 3 0 0 0
payment-in 0 3 0 0 0
butter 0 3 0 0 0
lima 0 1 0 2 0
mcminimi 0 3 0 0 0
gmp 0 2 0 0 1
consciou 0 1 0 1 1
imped 0 2 0 1 0
awb' 0 3 0 0 0
brisban 0 1 0 1 1
lanka' 0 3 0 0 0
izvestia 0 3 0 0 0
oppon 0 1 1 0 1
bran 0 3 0 0 0
czechoslovakia 0 3 0 0 0
accu 0 3 0 0 0
hurdl 0 1 0 2 0
guangxi 0 3 0 0 0
hydroelectr 0 1 0 1 1
itc 0 3 0 0 0
inra 0 3 0 0 0
teeth 0 1 2 0 0
sheer 0 1 1 1 0
dictat 0 1 1 0 1
usg 0 3 0 0 0
soya 0 2 0 1 0
rie 0 3 0 0 0
porter 0 1 0 2 0
xu 0 3 0 0 0
dilemma 0 1 2 0 0
peasant 0 3 0 0 0
reassur 0 1 1 0 1
snowcov 0 3 0 0 0
dryness 0 3 0 0 0
yugoslavia 0 3 0 0 0
snowstorm 0 1 0 1 1
retend 0 3 0 0 0
unfavor 0 1 0 0 2
root 0 2 1 0 0
vietnam 0 3 0 0 0
heir 0 1 0 2 0
bert 0 2 0 0 1
terror 0 2 0 0 1
terrorist 0 1 0 1 1
evolv 0 1 0 1 1
small-scal 0 1 2 0 0
budg 0 1 2 0 0
drag 0 1 0 1 1
zambia' 0 1 2 0 0
redund 0 1 0 1 1
hofer 0 3 0 0 0
fao 0 3 0 0 0
mike 0 1 0 2 0
oral 0 1 2 0 0
condemn 0 1 0 0 2
rot 0 3 0 0 0
vice-premi 0 1 2 0 0
increment 0 1 0 2 0
zimmer 0 2 0 1 0
flurri 0 1 0 2 0
rbd 0 2 0 1 0
unlimit 0 1 1 1 0
emphasis 0 0 1 0 2
accommod 0 0 2 0 1
destabil 0 0 3 0 0
buttros 0 0 3 0 0
rememb 0 0 2 0 1
midsess 0 0 3 0 0
wyss 0 0 3 0 0
second-quart 0 0 1 0 2
subdu 0 0 3 0 0
nine-day 0 0 3 0 0
index' 0 0 3 0 0
durabl 0 0 3 0 0
non-gold 0 0 1 2 0
hajim 0 0 2 1 0
post-war 0 0 3 0 0
dull 0 0 3 0 0
span 0 0 1 2 0
inter-arab 0 0 3 0 0
cambist 0 0 3 0 0
bouldikian 0 0 3 0 0
unfavour 0 0 3 0 0
evapor 0 0 2 1 0
turnabout 0 0 2 1 0
vain 0 0 3 0 0
habit 0 0 3 0 0
staunch 0 0 3 0 0
alarm 0 0 2 1 0
outward 0 0 3 0 0
inward 0 0 3 0 0
democraci 0 0 2 1 0
hermann 0 0 1 0 2
purs 0 0 1 2 0
louvr 0 0 3 0 0
england' 0 0 3 0 0
sunni 0 0 1 2 0
lunch 0 0 3 0 0
visitor 0 0 2 0 1
disturb 0 0 3 0 0
remodel 0 0 1 1 1
modif 0 0 1 2 0
festiv 0 0 3 0 0
clearer 0 0 3 0 0
other' 0 0 3 0 0
zambian 0 0 3 0 0
reintroduc 0 0 3 0 0
two-tier 0 0 2 1 0
kwacha' 0 0 3 0 0
over-valu 0 0 3 0 0
semi-conductor 0 0 3 0 0
sentenc 0 0 2 1 0
schlecht 0 0 3 0 0
unwind 0 0 2 0 1
hard-hit 0 0 1 0 2
politician 0 0 3 0 0
unifi 0 0 3 0 0
bsc 0 0 2 1 0
taker 0 0 2 1 0
internationalis 0 0 3 0 0
shake-up 0 0 2 1 0
parliament' 0 0 3 0 0
austrian 0 0 1 1 1
girozentral 0 0 1 1 1
austria' 0 0 1 0 2
poorest 0 0 3 0 0
perspect 0 0 2 1 0
impati 0 0 1 2 0
pfennig 0 0 3 0 0
tuesday' 0 0 3 0 0
complementari 0 0 1 2 0
zoet 0 0 1 1 1
wedd 0 0 1 1 1
brett 0 0 3 0 0
insul 0 0 1 2 0
afterward 0 0 1 1 1
co-oper 0 0 3 0 0
infer 0 0 3 0 0
aliv 0 0 2 1 0
outspoken 0 0 3 0 0
ongpin 0 0 3 0 0
sumita' 0 0 3 0 0
defus 0 0 3 0 0
shape 0 0 3 0 0
rhetor 0 0 3 0 0
discomfort 0 0 2 0 1
undoubtedli 0 0 2 1 0
maximis 0 0 2 0 1
hungary' 0 0 3 0 0
fortnightli 0 0 3 0 0
psbr 0 0 3 0 0
co-chairman 0 0 3 0 0
circular 0 0 3 0 0
resel 0 0 1 1 1
accentu 0 0 3 0 0
kurt 0 0 2 1 0
depositor 0 0 1 2 0
newly-industri 0 0 3 0 0
darman' 0 0 3 0 0
skill 0 0 1 1 1
wertheim 0 0 1 2 0
deutsche' 0 0 1 1 1
shrug 0 0 3 0 0
bill' 0 0 3 0 0
simex 0 0 3 0 0
westminst 0 0 1 0 2
sophist 0 0 2 1 0
supervis 0 0 1 1 1
coooper 0 0 3 0 0
envis 0 0 2 1 0
penalti 0 0 2 0 1
mark' 0 0 2 0 1
contra 0 0 2 1 0
pierc 0 0 2 1 0
infanc 0 0 3 0 0
vision 0 0 2 1 0
punt 0 0 1 2 0
mini-refund 0 0 3 0 0
underton 0 0 3 0 0
tradeabl 0 0 1 2 0
perfectli 0 0 1 2 0
shrewd 0 0 1 2 0
girardin 0 0 3 0 0
suna 0 0 3 0 0
omer 0 0 3 0 0
khartoum 0 0 3 0 0
sudan' 0 0 3 0 0
clean 0 0 1 2 0
gib 0 0 3 0 0
relinquish 0 0 1 1 1
jano 0 0 1 0 2
aa 0 0 1 1 1
non-resid 0 0 3 0 0
illumin 0 0 1 0 2
fomc 0 0 3 0 0
lunchtim 0 0 2 0 1
dattel 0 0 3 0 0
fraud 0 0 1 1 1
ivan 0 0 1 2 0
bullion 0 0 2 0 1
maison 0 0 2 1 0
hemlo 0 0 1 2 0
uproar 0 0 3 0 0
paragraph 0 0 1 2 0
anyway 0 0 2 1 0
muldoon 0 0 3 0 0
soley 0 0 1 2 0
a-half 0 0 1 1 1
nelissen 0 0 3 0 0
amro 0 0 3 0 0
rabobank 0 0 1 0 2
abn 0 0 1 0 2
thrown 0 0 1 2 0
roof 0 0 1 1 1
prey 0 0 0 3 0
markey 0 0 0 3 0
preceed 0 0 0 1 2
bei 0 0 0 2 1
nem 0 0 0 1 2
ka-sh 0 0 0 1 2
millipor 0 0 0 3 0
laurentii 0 0 0 3 0
lama 0 0 0 3 0
flyfair 0 0 0 3 0
shefra 0 0 0 3 0
wkr 0 0 0 1 2
boliden' 0 0 0 3 0
sci 0 0 0 3 0
len 0 0 0 2 1
passiv 0 0 0 2 1
buitoni 0 0 0 3 0
istituto 0 0 0 2 1
sarl 0 0 0 3 0
lnc 0 0 0 1 2
cater 0 0 0 1 2
fully-own 0 0 0 3 0
lpx 0 0 0 3 0
phelp 0 0 0 1 2
goldsmith 0 0 0 2 1
au 0 0 0 1 2
debartolo 0 0 0 3 0
selloff 0 0 0 3 0
aerojet 0 0 0 3 0
enterra 0 0 0 2 1
valv 0 0 0 3 0
bartlett 0 0 0 3 0
pant 0 0 0 3 0
one-fifth 0 0 0 3 0
bcw 0 0 0 3 0
moorhead 0 0 0 3 0
unterberg 0 0 0 2 1
towbin 0 0 0 2 1
adelaid 0 0 0 1 2
adsa. 0 0 0 1 2
erbamont 0 0 0 3 0
monteil 0 0 0 3 0
high-tech 0 0 0 1 2
bona. 0 0 0 3 0
hk-tvb 0 0 0 3 0
magnat 0 0 0 3 0
shaw 0 0 0 2 1
astrotech 0 0 0 3 0
rockwell' 0 0 0 1 2
usin 0 0 0 2 1
dxns.l 0 0 0 2 1
npt 0 0 0 3 0
tempo 0 0 0 2 1
roch 0 0 0 2 1
hvt 0 0 0 2 1
all-cash 0 0 0 3 0
columbu 0 0 0 3 0
bbec 0 0 0 2 1
amtech 0 0 0 3 0
forseeabl 0 0 0 1 2
mdnt 0 0 0 3 0
bard 0 0 0 3 0
tenni 0 0 0 3 0
tisch 0 0 0 3 0
simul 0 0 0 1 2
ah.o 0 0 0 3 0
tube 0 0 0 2 1
fmr 0 0 0 2 1
amca 0 0 0 3 0
silent 0 0 0 3 0
vacant 0 0 0 2 1
diego 0 0 0 1 2
refurbish 0 0 0 1 2
dal 0 0 0 3 0
wal 0 0 0 3 0
delta' 0 0 0 3 0
jean 0 0 0 3 0
lft 0 0 0 3 0
ltc 0 0 0 1 2
alpin 0 0 0 2 1
athlet 0 0 0 3 0
ccl 0 0 0 2 1
reef 0 0 0 3 0
dbm 0 0 0 3 0
nawara 0 0 0 3 0
rtrs.l 0 0 0 2 1
asbesto 0 0 0 3 0
ind 0 0 0 3 0
prsl 0 0 0 2 1
hnt 0 0 0 1 2
sss 0 0 0 1 2
sequest 0 0 0 3 0
suspicion 0 0 0 2 1
d'electro 0 0 0 3 0
ssbk 0 0 0 3 0
fdx 0 0 0 2 1
outbid 0 0 0 3 0
doresi 0 0 0 3 0
modx 0 0 0 2 1
pb 0 0 0 3 0
cc-bank 0 0 0 3 0
elxa. 0 0 0 2 1
dyneer 0 0 0 2 1
goldberg 0 0 0 3 0
bench 0 0 0 3 0
acquisiton 0 0 0 3 0
wtdi 0 0 0 1 2
pine 0 0 0 3 0
elder-beerman 0 0 0 2 1
eldr 0 0 0 1 2
perelman 0 0 0 1 2
cke 0 0 0 1 2
acqusit 0 0 0 2 1
computer-bas 0 0 0 2 1
rtb 0 0 0 3 0
tike 0 0 0 3 0
alic 0 0 0 3 0
verhofstadt 0 0 0 3 0
postal 0 0 0 3 0
cger 0 0 0 3 0
cbl 0 0 0 2 1
hia 0 0 0 2 1
moore-handley 0 0 0 3 0
popsicl 0 0 0 3 0
eric.st 0 0 0 3 0
smbs.st 0 0 0 2 1
bogen 0 0 0 3 0
multibank 0 0 0 2 1
lotoquik 0 0 0 3 0
chatsworth 0 0 0 3 0
pac.n 0 0 0 3 0
toyo.t 0 0 0 3 0
hutton' 0 0 0 3 0
